cheese,milk,country,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan
Brise du Matin,cow,Canada,Brie,"soft, soft-ripened","buttery, creamy, runny, soft, soft-ripened",bloomy,cream,"buttery, mushroomy, nutty, pronounced",fresh,False,False
Provel,cow,United States,Brie,"soft, processed","buttery, gooey",plastic,white,buttery,smokey,False,False
Caravane,camel,Mauritania,Brie,"soft, artisan",creamy,bloomy,white,"salty, sweet",strong,True,False
Brie,cow,France,Brie,"soft, artisan","buttery, soft-ripened",bloomy,cream,mild,"buttery, mild",False,False
Le Double Joie,"cow, goat",Canada,Brie,"soft, soft-ripened","buttery, creamy, runny",bloomy,cream,"buttery, creamy",mushroom,False,False
Brefu Bach,sheep,Wales,Brie,soft,soft,natural,golden yellow,"smooth, subtle","fresh, fruity, pleasant",True,False
Le Reflet de Portneuf,cow,Canada,Brie,soft,"buttery, creamy",washed,cream,"buttery, creamy, mushroomy","milky, nutty",False,False
Abbaye de Tamié,cow,France,Brie,"soft, artisan","creamy, open, smooth",washed,white,"fruity, nutty","perfumed, pungent",False,False
Pianoforte,cow,United States,Brie,"soft, soft-ripened","creamy, soft",natural,pale yellow,"acidic, mushroomy, nutty",pleasant,True,False
Blue Benedictine,sheep,Canada,Brie,"semi-soft, blue-veined, soft-ripened","buttery, creamy, crumbly, smooth",natural,brownish yellow,"buttery, creamy, earthy, grassy, herbaceous, mushroomy, salty, smooth, sweet","buttery, earthy, grassy, herbal, mushroom, sweet",False,False
Paniolo,cow,United States,Brie,"soft, artisan","buttery, creamy, runny",washed,pale yellow,"buttery, creamy, meaty",mushroom,True,False
Brie de Melun,cow,France,Brie,"semi-soft, soft-ripened",firm,bloomy,yellow,"salty, sharp, sour, strong","grassy, musty",True,False
Le Brebiou,sheep,France,Brie,"semi-soft, artisan, soft-ripened","creamy, firm, smooth",bloomy,white,"mild, milky, sweet",musty,False,False
Buchette d'Anjou,goat,France,Brie,soft,"firm, grainy",artificial,ivory,"acidic, citrusy",aromatic,False,False
Mycella,cow,Denmark,Brie,"soft, artisan, blue-veined",crystalline,rindless,pale yellow,mild,"mild, milky",False,False
Picolo,cow,United States,Brie,"soft, artisan",soft-ripened,bloomy,pale yellow,"mushroomy, nutty, sweet",sweet,False,False
Bosworth,goat,United Kingdom,Brie,"soft, artisan",crumbly,mold ripened,white,"mild, salty, sweet",goaty,True,False
Brick Lane Bree,plant-based,United Kingdom,Brie,soft,"buttery, creamy, gooey, soft",mold ripened,cream,"buttery, mild, mushroomy","buttery, mild, mushroom",True,True
Banon,goat,France,Brie,"soft, artisan","creamy, smooth",leaf wrapped,white,"fruity, mild",earthy,False,False
Sharpham,cow,"England, United Kingdom",Brie,"soft, artisan","creamy, smooth",mold ripened,white,buttery,fresh,True,False
La Bonaparte,cow,Canada,Brie,"soft, soft-ripened","creamy, soft, soft-ripened, supple",bloomy,cream,"creamy, mild, milky","fresh, mild",False,False
Blue Earth,cow,United States,Brie,"soft, artisan, soft-ripened","creamy, runny, smooth, soft",bloomy,pale yellow,"buttery, grassy, smooth",musty,True,False
Caws Penhelyg Abaty,cow,Wales,Brie,soft,gooey,natural,white,"creamy, mild, salty","rich, sweet",True,False
Caravane,camel,Mauritania,Brie,"soft, artisan",creamy,bloomy,white,"salty, sweet",rich,True,False
Blue Earth,cow,United States,Brie,"soft, artisan, soft-ripened","creamy, runny, smooth, soft",bloomy,pale yellow,"buttery, grassy, smooth","rich, strong",True,False
Blue Earth,cow,United States,Brie,"soft, artisan, soft-ripened","creamy, runny, smooth, soft",bloomy,pale yellow,"buttery, grassy, smooth","fresh, mild",True,False
Cuor di burrata,cow,Italy,Brie,soft,"creamy, smooth",washed,white,"buttery, milky, sweet","fresh, herbal, nutty",False,False
Bougon,goat,France,Brie,"soft, artisan",firm,bloomy,white,acidic,fresh,False,False
Morcella,sheep,United States,Brie,"semi-soft, soft-ripened",creamy,bloomy,ivory,"creamy, earthy",strong,True,False
Moses Sleeper,cow,United States,Brie,"semi-soft, artisan","soft, soft-ripened",bloomy,white,"buttery, creamy, nutty","milky, mushroom",True,False
Milleens,cow,Ireland,Brie,"soft, artisan","creamy, smooth",washed,pale yellow,"floral, herbaceous, sweet",aromatic,False,False
Blue Benedictine,cow,Canada,Brie,"semi-soft, blue-veined, soft-ripened","buttery, creamy, crumbly, smooth",natural,brownish yellow,"buttery, creamy, earthy, grassy, herbaceous, mushroomy, salty, smooth, sweet","buttery, earthy, grassy, herbal, mushroom, sweet",True,False
Meredith Ashed Pyramids,goat,Australia,Brie,"fresh soft, artisan","creamy, soft",ash coated,white,"creamy, smooth",fresh,False,False
Affidelice au Chablis,cow,France,Brie,soft,"creamy, smooth",washed,orange,"fruity, mild, tangy","perfumed, strong",False,False
Saint André,cow,France,Brie,"soft, soft-ripened","creamy, dense",bloomy,ivory,"buttery, tangy",rich,False,False
Paniolo,cow,United States,Brie,"soft, artisan","buttery, creamy, runny",washed,pale yellow,"buttery, creamy, meaty",mushroom,False,False
St Killian,cow,Ireland,Brie,"semi-soft, artisan",creamy,bloomy,pale yellow,"mushroomy, salty","aromatic, mushroom",True,False
Pérail de Brebis,sheep,France,Brie,"soft, artisan","creamy, smooth",natural,pale yellow,"full-flavored, strong",goaty,False,False
Metronome,"cow, goat",United States,Brie,"semi-soft, soft-ripened","creamy, firm",natural,pale yellow,"buttery, tart","goaty, grassy, rich",False,False
Melange,"cow, goat",United States,Brie,"soft, soft-ripened","firm, soft-ripened",bloomy,cream,"piquant, spicy, sweet, tart",goaty,False,False
Caravane,camel,Mauritania,Brie,"soft, artisan",creamy,bloomy,white,"salty, sweet",spicy,True,False
Brie Coco,cow,Canada,Brie,"soft, soft-ripened","buttery, creamy, smooth, soft-ripened",bloomy,pale yellow,"acidic, buttery, creamy, salty","mushroom, nutty",False,False
MouCo Truffello,cow,United States,Brie,"soft, artisan, soft-ripened","creamy, soft",washed,white,"buttery, creamy, earthy","earthy, fruity",True,False
Melange,"cow, goat",United States,Brie,"soft, soft-ripened","firm, soft-ripened",bloomy,cream,"piquant, spicy, sweet, tart",goaty,True,False
Le Reflet de Portneuf,goat,Canada,Brie,soft,"buttery, creamy",washed,cream,"buttery, creamy, mushroomy",fresh,False,False
Buxton Blue,cow,"England, United Kingdom",Brie,"soft, artisan, blue-veined",crumbly,natural,yellow,tangy,fresh,True,False
La Fleurie,cow,United States,Brie,"soft, artisan, soft-ripened","buttery, runny, smooth",mold ripened,ivory,"buttery, earthy, mushroomy, nutty","earthy, mild",True,False
Pont l'Eveque,cow,France,Brie,soft,creamy,washed,pale yellow,"creamy, full-flavored",strong,False,False
Moonlight Chaource,cow,United States,Brie,"soft, soft-ripened","dense, firm",ash coated,white,"savory, tart","rich, sweet",True,False
Chaumes,cow,France,Brie,"soft, semi-soft, soft-ripened","creamy, smooth, springy, supple",washed,pale yellow,"full-flavored, nutty","aromatic, strong",False,False
Piper's Pyramide,goat,United States,Brie,"soft, artisan, soft-ripened","creamy, dense, fluffy, soft-ripened",bloomy,white,"buttery, milky, sweet","lactic, musty",False,False
Brie au poivre (Brie with pepper),cow,France,Brie,"soft, soft-ripened",creamy,bloomy,yellow,"creamy, spicy",spicy,True,False
Bix,cow,United Kingdom,Brie,"soft, semi-soft","buttery, creamy, soft, soft-ripened",bloomy,pale yellow,smokey,"aromatic, smokey",True,False
Chavroux,goat,France,Brie,soft,"creamy, spreadable",washed,white,"creamy, mild","fresh, goaty",True,False
Meredith Ashed Pyramids,goat,Australia,Brie,"fresh soft, artisan","creamy, soft",ash coated,white,"creamy, smooth",fresh,True,False
Le Conquerant Demi Pont L'eveque,cow,"Australia, France",Brie,"soft, artisan","chalky, creamy, soft",washed,ivory,"creamy, mild",pungent,True,False
Pierce Pt,cow,United States,Brie,"soft, artisan",soft,bloomy,pale yellow,"savory, tangy","floral, herbal",True,False
Le Cendrillon,goat,Canada,Brie,soft,"creamy, smooth",ash coated,ivory,"acidic, pronounced, sour",goaty,False,False
Mirabo Brie with Walnut,cow,Germany,Brie,"semi-soft, soft-ripened","creamy, smooth, soft",natural,ivory,"nutty, savory",nutty,False,False
Chimney Rock,cow,United States,Brie,soft,soft,bloomy,pale yellow,"earthy, piquant, savory","fruity, rich",True,False
President Brie,cow,France,Brie,"soft, artisan, soft-ripened","buttery, creamy, runny, spreadable",bloomy,pale yellow,"buttery, creamy, subtle",rich,False,True
Sonnet,"goat, sheep",United States,Brie,"soft, artisan","smooth, spreadable",bloomy,white,"lemony, smooth",rich,True,False
Pont l'Eveque,cow,France,Brie,soft,creamy,washed,pale yellow,"creamy, full-flavored","pungent, strong",False,False
Pont l'Eveque,cow,France,Brie,soft,creamy,washed,pale yellow,"creamy, full-flavored","pleasant, rich",True,False
President Brie,cow,France,Brie,"soft, artisan, soft-ripened","buttery, creamy, runny, spreadable",bloomy,pale yellow,"buttery, creamy, subtle",rich,True,False
Sunset Bay,goat,United States,Brie,"soft, artisan","creamy, dense, smooth",bloomy,ivory,"creamy, savory, smokey , smooth","buttery, smokey, yeasty",True,False
Brie Coco,cow,Canada,Brie,"soft, soft-ripened","buttery, creamy, smooth, soft-ripened",bloomy,pale yellow,"acidic, buttery, creamy, salty","mushroom, nutty",True,False
Aspen Ash,goat,United States,Brie,"soft, soft-ripened",creamy,ash coated,white,"acidic, creamy",earthy,True,False
Shamembert,plant-based,United Kingdom,Brie,soft,"soft, soft-ripened",mold ripened,white,"earthy, full-flavored, mushroomy, savory, strong",earthy,True,True
Alpine Gold,cow,Canada,Brie,"semi-soft, brined",supple,washed,cream,"floral, grassy, savory","earthy, floral, rich",False,False
Medallion,cow,United States,Brie,"soft, artisan","creamy, smooth",bloomy,pale yellow,"mushroomy, sweet",rich,True,False
Perlagrigia Sotto Cenere,cow,Italy,Brie,soft,compact,ash coated,pale yellow,"sharp, spicy","aromatic, smokey",False,False
Amsterdammer (British Columbia),goat,Canada,Brie,"semi-soft, firm","buttery, creamy",natural,pale yellow,"buttery, creamy","aromatic, buttery",False,False
Pont l'Eveque,cow,France,Brie,soft,creamy,washed,pale yellow,"creamy, full-flavored",grassy,True,False
President Brie,cow,France,Brie,"soft, artisan, soft-ripened","buttery, creamy, runny, spreadable",bloomy,pale yellow,"buttery, creamy, subtle",rich,False,False
Buxton Blue,cow,"England, United Kingdom",Brie,"soft, artisan, blue-veined",crumbly,natural,yellow,tangy,pleasant,True,False
Milawa Brie,cow,Australia,Brie,"soft, soft-ripened",creamy,mold ripened,pale yellow,"buttery, milky","rich, strong",True,False
Pecorino Erica,sheep,Italy,Pecorino,"semi-soft, artisan","compact, smooth",natural,white,"milky, subtle, sweet","aromatic, floral, strong",True,False
Canarejal,sheep,Spain,Pecorino,soft,"gooey, runny, smooth",cloth wrapped,pale yellow,"citrusy, mushroomy, piquant, spicy",mushroom,True,False
Primo Fresco,sheep,United States,Pecorino,"fresh soft, artisan","creamy, fluffy, spreadable",natural,white,"salty, savory, subtle, tangy","fresh, mild",True,False
Pecorino Nel Granaio,sheep,Italy,Pecorino,"semi-soft, artisan","creamy, crumbly, smooth, soft",natural,pale yellow,creamy,"rich, strong",False,False
Classico Riserva,sheep,Italy,Pecorino,"hard, artisan","chalky, compact, crumbly",natural,straw,full-flavored,"aromatic, strong",False,False
Sheep Gouda,sheep,United States,Pecorino,"semi-hard, artisan","compact, crumbly, dense",natural,pale yellow,"caramel, nutty",strong,False,False
Sheep Gouda,sheep,United States,Pecorino,"semi-hard, artisan","compact, crumbly, dense",natural,pale yellow,"caramel, nutty","milky, pleasant",True,False
Crotonese,sheep,Italy,Pecorino,"semi-hard, artisan",compact,natural,pale yellow,"salty, savory, strong",spicy,False,False
Bad Axe,sheep,United States,Pecorino,"semi-hard, artisan","creamy, firm, smooth",waxed,white,"creamy, smooth, tart",fresh,True,False
corra linn,sheep,Scotland,Pecorino,firm,crumbly,cloth wrapped,ivory,caramel,buttery,False,False
Pecorino Fiordaliso,sheep,Italy,Pecorino,"semi-hard, artisan",compact,natural,ivory,"smooth, subtle","aromatic, floral, pronounced",False,False
Azeitao,sheep,Portugal,Pecorino,"semi-soft, artisan","creamy, supple",washed,pale yellow,"herbaceous, salty, sour",goaty,True,False
Mastorazio,sheep,Italy,Pecorino,"hard, artisan","compact, dense",natural,pale yellow,"herbaceous, nutty, sharp, spicy","herbal, milky",False,False
Pecorino al Pepe,sheep,Italy,Pecorino,"semi-soft, artisan","compact, crumbly",natural,cream,"sharp, spicy, strong","pleasant, strong",False,False
Azeitao,sheep,Portugal,Pecorino,"semi-soft, artisan","creamy, supple",washed,pale yellow,"herbaceous, salty, sour","mild, sweet",True,False
Pecorino Papavero,sheep,Italy,Pecorino,"hard, artisan","crumbly, flaky",natural,straw,"floral, herbaceous, smooth","aromatic, floral, herbal",True,False
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",soft,natural,pale yellow,"nutty, sweet","buttery, fruity",True,False
Classico Riserva,sheep,Italy,Pecorino,"hard, artisan","chalky, compact, crumbly",natural,straw,full-flavored,"aromatic, strong",True,False
P'tit Basque,sheep,France,Pecorino,"semi-hard, artisan","creamy, dry, smooth",natural,ivory,"earthy, mild, nutty, pungent, subtle, sweet","fresh, lactic, pleasant",False,False
Shepherdista Crush,sheep,United States,Pecorino,"firm, artisan",compact,natural,ivory,tangy,"grassy, woody",True,False
Pecorino in Walnut Leaves,sheep,Italy,Pecorino,"hard, artisan","dense, firm",leaf wrapped,white,"buttery, herbaceous, nutty, sweet","earthy, herbal",False,False
corra linn,sheep,Scotland,Pecorino,firm,crumbly,cloth wrapped,ivory,caramel,buttery,True,False
Pecorino di Sogliano,sheep,Italy,Pecorino,"hard, artisan","crumbly, grainy",washed,white,"earthy, meaty, strong","pungent, strong",False,False
Pecorino Mallo di Noce,sheep,Italy,Pecorino,"semi-hard, artisan","crumbly, grainy",natural,white,"milky, nutty, subtle, sweet",nutty,True,False
Pecorino Barba Del Passatore,sheep,Italy,Pecorino,"semi-soft, artisan","buttery, smooth, soft",natural,white,"buttery, smooth","pronounced, strong",True,False
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",soft,natural,pale yellow,"buttery, herbaceous, nutty, sweet",rich,False,False
Canarejal,sheep,Spain,Pecorino,soft,"gooey, runny, smooth",natural,pale yellow,"citrusy, strong, tangy",fresh,False,False
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan","creamy, smooth",natural,ivory,"pungent, subtle","mild, milky",True,False
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan","creamy, smooth",bloomy,ivory,"pungent, subtle","mild, milky",False,False
Pecorino Dei Malatesta Sotto Cenere,sheep,Italy,Pecorino,"semi-soft, artisan",smooth,ash coated,white,"smooth, subtle, sweet","fresh, milky",True,False
Pecorino Nero,sheep,Italy,Pecorino,"soft, artisan","creamy, smooth",plastic,ivory,"pungent, subtle","mild, milky",True,False
Pecorino di Vigna,sheep,Italy,Pecorino,"semi-soft, artisan","smooth, soft",leaf wrapped,straw,"herbaceous, smooth","aromatic, herbal",False,False
Pecorino Gelsomino,sheep,Italy,Pecorino,"hard, artisan","crumbly, flaky",natural,ivory,"creamy, milky","aromatic, floral",True,False
Pecorino Papavero,sheep,Italy,Pecorino,"hard, artisan","crumbly, flaky",natural,straw,"floral, herbaceous, smooth","aromatic, floral, herbal",False,False
Berkswell,sheep,United Kingdom,Pecorino,hard,"chewy, firm",natural,pale yellow,strong,sweet,True,False
San Andreas,sheep,United States,Pecorino,"hard, artisan","creamy, firm, open, smooth",natural,straw,"butterscotch, nutty, sweet","clean, mild, rich",True,False
Pecorino al Tartufo,sheep,Italy,Pecorino,"hard, artisan",firm,cloth wrapped,cream,"sharp, spicy","grassy, nutty",False,False
Chura Kampo,yak,"China, Tibet",Pecorino,"hard, artisan","dense, dry, firm",natural,pale yellow,"fruity, mild, milky, nutty, smooth, yeasty",aromatic,False,False
Balfour,sheep,New Zealand,Pecorino,hard,"crumbly, flaky, grainy",natural,white,"nutty, sweet","pungent, rich",False,False
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",soft,natural,pale yellow,"herbaceous, salty, sour","clean, fresh",True,False
Calcagno,sheep,Italy,Pecorino,"hard, artisan","firm, flaky, smooth",natural,pale yellow,"herbaceous, savory, sweet",herbal,False,False
Brin d'Amour,sheep,France,Pecorino,"semi-soft, artisan","creamy, firm",bloomy,white,"citrusy, mild",herbal,True,False
Pecorino Fiordaliso,sheep,Italy,Pecorino,"semi-hard, artisan",compact,natural,ivory,"smooth, subtle","aromatic, floral, pronounced",True,False
Azeitao,sheep,Portugal,Pecorino,"semi-soft, artisan","creamy, supple",washed,pale yellow,"herbaceous, salty, sour",fresh,True,False
Pecorino nel fieno,sheep,Italy,Pecorino,"soft, artisan",soft,natural,pale yellow,"creamy, salty","fruity, rich, sweet",False,False
Pepato,sheep,Italy,Pecorino,"semi-hard, artisan","creamy, flaky",natural,straw,"salty, spicy",spicy,False,False
Pecorino Camomilla,sheep,Italy,Pecorino,"semi-soft, artisan","creamy, smooth, soft",natural,white,"creamy, smooth","aromatic, floral",False,False
Brebis du Lavort,sheep,France,Pecorino,"semi-hard, artisan","creamy, open",natural,ivory,"mild, nutty",earthy,False,False
